date,description,category,amount,type,type_clean,month,year,bucket,day,dayofweek,is_weekend,amount_log,is_expense
2021-04-03,Authority interest red must art.,Rent,706.73,Expense,expense,2021-04,2021,kebutuhan_pokok,3,5,1,6.5620626650268505,1
2021-04-08,All important shoulder she.,Rent,1527.59,Expense,expense,2021-04,2021,kebutuhan_pokok,8,3,0,7.33210102085359,1
2021-04-08,Year him thank trade.,Shopping,1691.86,Expense,expense,2021-04,2021,kebutuhan_sekunder,8,3,0,7.434174685270253,1
2021-04-09,Radio product.,Food & Drink,1221.9,Expense,expense,2021-04,2021,kebutuhan_pokok,9,4,0,7.108980366195325,1
2021-04-11,President girl condition.,Travel,67.62,Expense,expense,2021-04,2021,kebutuhan_sekunder,11,6,1,4.228584037430304,1
2021-04-11,More road development about.,Travel,1843.86,Expense,expense,2021-04,2021,kebutuhan_sekunder,11,6,1,7.52015867283673,1
2021-04-12,Leg rest interest.,Utilities,1741.03,Expense,expense,2021-04,2021,kebutuhan_pokok,12,0,0,7.462806378848544,1
2021-04-13,Easy get every.,Shopping,148.47,Expense,expense,2021-04,2021,kebutuhan_sekunder,13,1,0,5.007095703797723,1
2021-04-18,Special information.,Food & Drink,192.6,Expense,expense,2021-04,2021,kebutuhan_pokok,18,6,1,5.265794174842476,1
2021-04-19,Deal beyond almost.,Shopping,845.47,Expense,expense,2021-04,2021,kebutuhan_sekunder,19,0,0,6.741074760897924,1
2021-04-19,Scientist i doctor.,Health & Fitness,630.16,Expense,expense,2021-04,2021,lainnya,19,0,0,6.447559396167469,1
2021-04-19,Cell year.,Rent,1767.85,Expense,expense,2021-04,2021,kebutuhan_pokok,19,0,0,7.47808489689586,1
2021-04-19,Five our pull fly few.,Investment,1168.0,Income,income,2021-04,2021,tabungan,19,0,0,7.063903961472068,0
2021-04-21,Determine feel article we they.,Shopping,976.47,Expense,expense,2021-04,2021,kebutuhan_sekunder,21,2,0,6.884967600851472,1
2021-04-23,Quickly new another general poor.,Travel,438.98,Expense,expense,2021-04,2021,kebutuhan_sekunder,23,4,0,6.0867292713337635,1
2021-04-23,Five indicate chance heavy senior.,Health & Fitness,865.53,Expense,expense,2021-04,2021,lainnya,23,4,0,6.764496730599032,1
2021-04-24,Support feeling remain.,Salary,1058.6,Expense,expense,2021-04,2021,income,24,5,1,6.965646757397915,1
2021-04-27,None whose.,Entertainment,796.57,Expense,expense,2021-04,2021,kebutuhan_sekunder,27,1,0,6.681569605101733,1
2021-04-27,Care drug data position two.,Food & Drink,416.8,Expense,expense,2021-04,2021,kebutuhan_pokok,27,1,0,6.035002849122465,1
2021-04-27,Movie stop.,Utilities,1530.68,Expense,expense,2021-04,2021,kebutuhan_pokok,27,1,0,7.334120451198043,1
2021-04-30,Help painting always.,Rent,25.38,Expense,expense,2021-04,2021,kebutuhan_pokok,30,4,0,3.2726061472891685,1
2021-05-02,Source onto provide.,Utilities,267.08,Expense,expense,2021-05,2021,kebutuhan_pokok,2,6,1,5.591285443429055,1
2021-05-04,Decade trade field training.,Entertainment,1005.52,Expense,expense,2021-05,2021,kebutuhan_sekunder,4,1,0,6.914254115721967,1
2021-05-04,While bring yourself.,Health & Fitness,153.43,Expense,expense,2021-05,2021,lainnya,4,1,0,5.03974091923491,1
2021-05-06,Receive region however.,Food & Drink,878.08,Expense,expense,2021-05,2021,kebutuhan_pokok,6,3,0,6.77887590605801,1
2021-05-07,Focus executive letter possible final.,Rent,1725.6,Expense,expense,2021-05,2021,kebutuhan_pokok,7,4,0,7.453909435801422,1
2021-05-07,Third letter sort reveal seven.,Shopping,1421.9,Expense,expense,2021-05,2021,kebutuhan_sekunder,7,4,0,7.260452321551646,1
2021-05-07,Have including none.,Rent,816.01,Expense,expense,2021-05,2021,kebutuhan_pokok,7,4,0,6.705651334687177,1
2021-05-10,Administration network once.,Utilities,1604.63,Expense,expense,2021-05,2021,kebutuhan_pokok,10,0,0,7.38127148191146,1
2021-05-11,Charge form here.,Health & Fitness,185.38,Expense,expense,2021-05,2021,lainnya,11,1,0,5.22778760035751,1
2021-05-11,Nearly want front shake.,Entertainment,877.0,Expense,expense,2021-05,2021,kebutuhan_sekunder,11,1,0,6.777646593635117,1
2021-05-12,Leave run goal cause.,Rent,797.58,Expense,expense,2021-05,2021,kebutuhan_pokok,12,2,0,6.682835150488822,1
2021-05-14,Contain threat wrong whatever.,Health & Fitness,450.93,Expense,expense,2021-05,2021,lainnya,14,4,0,6.113527300582422,1
2021-05-14,Stuff avoid.,Rent,1025.86,Expense,expense,2021-05,2021,kebutuhan_pokok,14,4,0,6.9342608812594015,1
2021-05-15,Include successful.,Investment,3362.0,Income,income,2021-05,2021,tabungan,15,5,1,8.12058871174027,0
2021-05-17,Religious across.,Utilities,480.18,Expense,expense,2021-05,2021,kebutuhan_pokok,17,0,0,6.176241420477001,1
2021-05-19,Health pay project pattern.,Investment,1921.0,Income,income,2021-05,2021,tabungan,19,2,0,7.561121589530238,0
2021-05-22,Administration mother in admit.,Rent,362.52,Expense,expense,2021-05,2021,kebutuhan_pokok,22,5,1,5.895834316092731,1
2021-05-23,Within admit spend purpose south.,Salary,933.27,Expense,expense,2021-05,2021,income,23,6,1,6.839765475682615,1
2021-05-24,Truth modern.,Salary,1365.46,Expense,expense,2021-05,2021,income,24,0,0,7.219978733077271,1
2021-05-24,People education great.,Health & Fitness,1729.85,Expense,expense,2021-05,2021,lainnya,24,0,0,7.4563678963087865,1
2021-05-24,Health image.,Utilities,885.13,Expense,expense,2021-05,2021,kebutuhan_pokok,24,0,0,6.7868636667040505,1
2021-05-25,Wrong difficult range.,Travel,1594.7,Expense,expense,2021-05,2021,kebutuhan_sekunder,25,1,0,7.375067790416382,1
2021-05-25,Behavior here.,Health & Fitness,1019.6,Expense,expense,2021-05,2021,lainnya,25,1,0,6.928145968629871,1
2021-05-27,Argue act commercial matter.,Salary,84.84,Expense,expense,2021-05,2021,income,27,3,0,4.452485098322443,1
2021-05-27,Not teach believe month.,Travel,162.69,Expense,expense,2021-05,2021,kebutuhan_sekunder,27,3,0,5.097974395156263,1
2021-05-29,Deep test thought.,Rent,1233.87,Expense,expense,2021-05,2021,kebutuhan_pokok,29,5,1,7.118720980363627,1
2021-05-30,Another avoid understand.,Salary,1164.86,Expense,expense,2021-05,2021,income,30,6,1,7.06121429109099,1
2021-05-31,Probably conference sure administration debate.,Food & Drink,904.97,Expense,expense,2021-05,2021,kebutuhan_pokok,31,0,0,6.809006192911964,1
2021-05-31,Up federal nor note.,Entertainment,649.84,Expense,expense,2021-05,2021,kebutuhan_sekunder,31,0,0,6.478263836271118,1
2021-06-02,Forward sense cause write right.,Utilities,1915.87,Expense,expense,2021-06,2021,kebutuhan_pokok,2,2,0,7.558448926452985,1
2021-06-02,Approach join stuff future.,Health & Fitness,1964.95,Expense,expense,2021-06,2021,lainnya,2,2,0,7.583730868033755,1
2021-06-03,Ahead event yeah make.,Investment,820.0,Income,income,2021-06,2021,tabungan,3,3,0,6.710523109452428,0
2021-06-06,Wait it quickly produce beat.,Salary,1982.06,Expense,expense,2021-06,2021,income,6,6,1,7.592396385248138,1
2021-06-06,Require bank child.,Utilities,734.16,Expense,expense,2021-06,2021,kebutuhan_pokok,6,6,1,6.600088162597273,1
2021-06-06,First blood accept final.,Shopping,823.45,Expense,expense,2021-06,2021,kebutuhan_sekunder,6,6,1,6.714716497346977,1
2021-06-09,Bill beautiful issue.,Food & Drink,1580.56,Expense,expense,2021-06,2021,kebutuhan_pokok,9,2,0,7.366166980691874,1
2021-06-11,Mention billion bed never others.,Rent,666.08,Expense,expense,2021-06,2021,kebutuhan_pokok,11,4,0,6.502909978753379,1
2021-06-11,Activity including single right.,Shopping,575.45,Expense,expense,2021-06,2021,kebutuhan_sekunder,11,4,0,6.356888605678963,1
2021-06-14,Occur college herself.,Utilities,673.39,Expense,expense,2021-06,2021,kebutuhan_pokok,14,0,0,6.513808578582455,1
2021-06-15,Feeling manage as.,Utilities,1834.33,Expense,expense,2021-06,2021,kebutuhan_pokok,15,1,0,7.514979580832285,1
2021-06-16,Inside machine baby.,Shopping,266.61,Expense,expense,2021-06,2021,kebutuhan_sekunder,16,2,0,5.589530696763635,1
2021-06-20,Result many pattern.,Rent,626.07,Expense,expense,2021-06,2021,kebutuhan_pokok,20,6,1,6.441058177144555,1
2021-06-20,Career according.,Health & Fitness,1628.24,Expense,expense,2021-06,2021,lainnya,20,6,1,7.3958689274001905,1
2021-06-22,Success here television key.,Rent,1295.59,Expense,expense,2021-06,2021,kebutuhan_pokok,22,1,0,7.167493020232364,1
2021-06-23,Carry fly water cut fire.,Health & Fitness,46.28,Expense,expense,2021-06,2021,lainnya,23,2,0,3.856087373097843,1
2021-06-24,Fact reason make office.,Entertainment,690.05,Expense,expense,2021-06,2021,kebutuhan_sekunder,24,3,0,6.538212180050036,1
2021-06-26,Heavy staff hotel box.,Entertainment,460.82,Expense,expense,2021-06,2021,kebutuhan_sekunder,26,5,1,6.135175204774281,1
2021-06-27,Or nation race.,Investment,2923.0,Income,income,2021-06,2021,tabungan,27,6,1,7.980707820869669,0
2021-06-28,Well left.,Rent,1020.3,Expense,expense,2021-06,2021,kebutuhan_pokok,28,0,0,6.928831604584053,1
2021-06-28,Something story attorney summer.,Food & Drink,1327.24,Expense,expense,2021-06,2021,kebutuhan_pokok,28,0,0,7.191610036599531,1
2021-06-28,Cause field education child.,Utilities,1198.52,Expense,expense,2021-06,2021,kebutuhan_pokok,28,0,0,7.089676755754752,1
2021-06-28,Available wrong look husband.,Investment,1856.0,Income,income,2021-06,2021,tabungan,28,0,0,7.526717561352706,0
2021-06-29,Myself so growth time.,Food & Drink,827.61,Expense,expense,2021-06,2021,kebutuhan_pokok,29,1,0,6.719749598119837,1
2021-07-04,Point be shoulder price great.,Entertainment,1939.48,Expense,expense,2021-07,2021,kebutuhan_sekunder,4,6,1,7.570690644133843,1
2021-07-04,Worker quality hundred sell whole.,Salary,475.67,Expense,expense,2021-07,2021,income,4,6,1,6.166824427568385,1
2021-07-04,Action else.,Salary,1808.91,Expense,expense,2021-07,2021,income,4,6,1,7.501032399266698,1
2021-07-06,Newspaper reach determine hear leg.,Other,4282.0,Income,income,2021-07,2021,lainnya,6,1,0,8.36240897761537,0
2021-07-07,General agency bit.,Shopping,1010.78,Expense,expense,2021-07,2021,kebutuhan_sekunder,7,2,0,6.919466434910149,1
2021-07-09,Break wait.,Utilities,1635.61,Expense,expense,2021-07,2021,kebutuhan_pokok,9,4,0,7.400382308303136,1
2021-07-09,Find lay deal lot.,Utilities,1747.27,Expense,expense,2021-07,2021,kebutuhan_pokok,9,4,0,7.4663820065299795,1
2021-07-10,Just recent.,Other,3540.0,Income,income,2021-07,2021,lainnya,10,5,1,8.172164452111904,0
2021-07-10,Feel special.,Rent,1425.69,Expense,expense,2021-07,2021,kebutuhan_pokok,10,5,1,7.263112354914176,1
2021-07-11,Support possible.,Rent,577.28,Expense,expense,2021-07,2021,kebutuhan_pokok,11,6,1,6.360058180440242,1
2021-07-11,Might necessary former.,Travel,904.15,Expense,expense,2021-07,2021,kebutuhan_sekunder,11,6,1,6.808100675821953,1
2021-07-11,Discussion if continue policy.,Shopping,192.51,Expense,expense,2021-07,2021,kebutuhan_sekunder,11,6,1,5.265329190721056,1
2021-07-12,Ahead pass culture or.,Salary,1770.41,Expense,expense,2021-07,2021,income,12,0,0,7.479531118611891,1
2021-07-13,Relate day.,Shopping,115.98,Expense,expense,2021-07,2021,kebutuhan_sekunder,13,1,0,4.76200298001488,1
2021-07-14,Big the cost for leader.,Entertainment,778.47,Expense,expense,2021-07,2021,kebutuhan_sekunder,14,2,0,6.65861420154811,1
2021-07-15,Month police others particularly.,Investment,730.0,Income,income,2021-07,2021,tabungan,15,3,0,6.594413459749778,0
2021-07-19,Girl suddenly.,Rent,1679.96,Expense,expense,2021-07,2021,kebutuhan_pokok,19,0,0,7.427120337765596,1
2021-07-19,Try opportunity public.,Utilities,283.82,Expense,expense,2021-07,2021,kebutuhan_pokok,19,0,0,5.651857401791282,1
2021-07-23,Draw bring health.,Salary,1395.18,Expense,expense,2021-07,2021,income,23,4,0,7.241495214838373,1
2021-07-23,Home others offer institution main.,Other,4174.0,Income,income,2021-07,2021,lainnya,23,4,0,8.336869637284956,0
2021-07-24,Never majority cell.,Rent,47.82,Expense,expense,2021-07,2021,kebutuhan_pokok,24,5,1,3.888140064964814,1
2021-07-28,People tend weight machine.,Utilities,1102.12,Expense,expense,2021-07,2021,kebutuhan_pokok,28,2,0,7.0058978075334855,1
2021-07-29,White measure manager range.,Shopping,231.26,Expense,expense,2021-07,2021,kebutuhan_sekunder,29,3,0,5.447857433817612,1
2021-08-02,Major bar air set.,Travel,252.48,Expense,expense,2021-08,2021,kebutuhan_sekunder,2,0,0,5.535284924455317,1
2021-08-06,Ever mrs.,Salary,134.99,Expense,expense,2021-08,2021,income,6,4,0,4.912581353620868,1
2021-08-07,Not significant manager member.,Salary,1197.51,Expense,expense,2021-08,2021,income,7,5,1,7.0888343976026675,1
2021-08-07,Environmental myself.,Investment,1676.0,Income,income,2021-08,2021,tabungan,7,5,1,7.424761761823209,0
2021-08-08,State among rest national wrong.,Food & Drink,1233.47,Expense,expense,2021-08,2021,kebutuhan_pokok,8,6,1,7.118397007153378,1
2021-08-09,Fear yourself last.,Shopping,382.75,Expense,expense,2021-08,2021,kebutuhan_sekunder,9,0,0,5.9499912989014065,1
2021-08-11,Keep yes.,Health & Fitness,144.68,Expense,expense,2021-08,2021,lainnya,11,2,0,4.981412435419353,1
2021-08-13,Specific onto go.,Food & Drink,787.0,Expense,expense,2021-08,2021,kebutuhan_pokok,13,4,0,6.669498089857879,1
2021-08-13,Pattern size spend.,Shopping,1962.27,Expense,expense,2021-08,2021,kebutuhan_sekunder,13,4,0,7.582366729392704,1
2021-08-15,Go exactly much food region.,Food & Drink,720.62,Expense,expense,2021-08,2021,kebutuhan_pokok,15,6,1,6.5814986845505805,1
2021-08-16,Environment teach world quickly believe.,Investment,1349.0,Income,income,2021-08,2021,tabungan,16,0,0,7.2078598714324755,0
2021-08-18,Yeah term.,Health & Fitness,275.49,Expense,expense,2021-08,2021,lainnya,18,2,0,5.62217465394309,1
2021-08-20,Economic represent stock.,Health & Fitness,1628.88,Expense,expense,2021-08,2021,lainnya,20,4,0,7.3962616714588485,1
2021-08-21,Central plan physical heart.,Other,4420.0,Income,income,2021-08,2021,lainnya,21,5,1,8.394121193826242,0
2021-08-21,Idea seek.,Utilities,135.57,Expense,expense,2021-08,2021,kebutuhan_pokok,21,5,1,4.9168373036903334,1
2021-08-22,Wear force able similar.,Salary,83.6,Expense,expense,2021-08,2021,income,22,6,1,4.437934266612178,1
2021-08-23,Play recently sure somebody.,Entertainment,1772.72,Expense,expense,2021-08,2021,kebutuhan_sekunder,23,0,0,7.480834315011982,1
2021-08-24,Why station manager.,Travel,1035.61,Expense,expense,2021-08,2021,kebutuhan_sekunder,24,1,0,6.9437110526317065,1
2021-08-25,Front official not.,Salary,514.09,Expense,expense,2021-08,2021,income,25,2,0,6.244341642677015,1
2021-08-27,Thus several animal phone.,Entertainment,579.36,Expense,expense,2021-08,2021,kebutuhan_sekunder,27,4,0,6.363648600647484,1
2021-08-29,Buy tax.,Food & Drink,1732.94,Expense,expense,2021-08,2021,kebutuhan_pokok,29,6,1,7.458151554665697,1
2021-09-05,A when dark read.,Rent,1600.69,Expense,expense,2021-09,2021,kebutuhan_pokok,5,6,1,7.3788146007883375,1
2021-09-06,City usually ever.,Shopping,1489.18,Expense,expense,2021-09,2021,kebutuhan_sekunder,6,0,0,7.3066521970122515,1
2021-09-09,Bar professor power.,Shopping,684.68,Expense,expense,2021-09,2021,kebutuhan_sekunder,9,3,0,6.530411046590627,1
2021-09-09,Personal rise sense investment.,Other,3509.0,Income,income,2021-09,2021,lainnya,9,3,0,8.163371316459912,0
2021-09-09,Ability live.,Travel,1604.28,Expense,expense,2021-09,2021,kebutuhan_sekunder,9,3,0,7.3810534751773025,1
2021-09-10,Difficult quite act receive stage.,Rent,866.91,Expense,expense,2021-09,2021,kebutuhan_pokok,10,4,0,6.7660880226485745,1
2021-09-11,Local director become.,Utilities,1095.49,Expense,expense,2021-09,2021,kebutuhan_pokok,11,5,1,6.999869447889315,1
2021-09-11,Finish thing.,Rent,662.56,Expense,expense,2021-09,2021,kebutuhan_pokok,11,5,1,6.497619279224074,1
2021-09-11,Similar send card year.,Salary,1209.22,Expense,expense,2021-09,2021,income,11,5,1,7.098557440245683,1
2021-09-11,Most across.,Salary,709.58,Expense,expense,2021-09,2021,income,11,5,1,6.566081537961459,1
2021-09-15,Goal defense security turn.,Other,4063.0,Income,income,2021-09,2021,lainnya,15,2,0,8.309922989258318,0
2021-09-16,Beautiful beyond sell.,Food & Drink,159.33,Expense,expense,2021-09,2021,kebutuhan_pokok,16,3,0,5.077234191200746,1
2021-09-16,White fire cause everybody.,Health & Fitness,1031.04,Expense,expense,2021-09,2021,lainnya,16,3,0,6.939292704980293,1
2021-09-17,Network outside parent.,Utilities,1906.05,Expense,expense,2021-09,2021,kebutuhan_pokok,17,4,0,7.553312824449151,1
2021-09-17,Day parent country.,Other,785.0,Income,income,2021-09,2021,lainnya,17,4,0,6.666956792429207,0
2021-09-19,Position six soldier.,Investment,3500.0,Income,income,2021-09,2021,tabungan,19,6,1,8.160803920954665,0
2021-09-19,History drop point audience.,Food & Drink,1214.14,Expense,expense,2021-09,2021,kebutuhan_pokok,19,6,1,7.102614575474053,1
2021-09-19,Value car team nothing.,Health & Fitness,750.31,Expense,expense,2021-09,2021,lainnya,19,6,1,6.621818349548747,1
2021-09-19,Raise several west side admit.,Utilities,1063.63,Expense,expense,2021-09,2021,kebutuhan_pokok,19,6,1,6.970382599939591,1
2021-09-20,Energy always.,Travel,506.73,Expense,expense,2021-09,2021,kebutuhan_sekunder,20,0,0,6.22994981022139,1
2021-09-21,Media pick may indeed.,Investment,4588.0,Income,income,2021-09,2021,tabungan,21,1,0,8.431417414394833,0
2021-09-28,Policy mrs.,Rent,530.94,Expense,expense,2021-09,2021,kebutuhan_pokok,28,1,0,6.276530701026394,1
2021-10-01,Base bad tv.,Salary,437.0,Expense,expense,2021-10,2021,income,1,4,0,6.082218910376446,1
2021-10-07,Force only shake power poor.,Salary,408.35,Expense,expense,2021-10,2021,income,7,3,0,6.0145705358224575,1
2021-10-08,Role suffer around beat.,Investment,4203.0,Income,income,2021-10,2021,tabungan,8,4,0,8.343791731996841,0
2021-10-13,Law participant.,Other,1219.0,Income,income,2021-10,2021,lainnya,13,2,0,7.106606137727303,0
2021-10-13,Budget remain reduce.,Health & Fitness,1339.0,Expense,expense,2021-10,2021,lainnya,13,2,0,7.200424892944957,1
2021-10-13,Well mission situation result.,Travel,1783.75,Expense,expense,2021-10,2021,kebutuhan_sekunder,13,2,0,7.48703362838257,1
2021-10-16,Camera sit environmental though.,Utilities,1589.46,Expense,expense,2021-10,2021,kebutuhan_pokok,16,5,1,7.371778561548838,1
2021-10-20,Southern evening ask republican.,Rent,1970.41,Expense,expense,2021-10,2021,kebutuhan_pokok,20,2,0,7.586504301755756,1
2021-10-21,Baby lawyer growth matter note.,Entertainment,1582.84,Expense,expense,2021-10,2021,kebutuhan_sekunder,21,3,0,7.367607557171497,1
2021-10-22,Effort bill off.,Other,4328.0,Income,income,2021-10,2021,lainnya,22,4,0,8.37309184744198,0
2021-10-24,Scientist able teach.,Utilities,1227.78,Expense,expense,2021-10,2021,kebutuhan_pokok,24,6,1,7.113777086219285,1
2021-10-24,Animal hair turn.,Other,3761.0,Income,income,2021-10,2021,lainnya,24,6,1,8.232706009860976,0
2021-10-27,Need trial.,Salary,1056.13,Expense,expense,2021-10,2021,income,27,2,0,6.963312967900826,1
2021-10-27,Focus indicate result.,Rent,259.4,Expense,expense,2021-10,2021,kebutuhan_pokok,27,2,0,5.562218910334414,1
2021-10-30,Number budget.,Rent,905.45,Expense,expense,2021-10,2021,kebutuhan_pokok,30,5,1,6.809535871475677,1
2021-11-03,Development middle animal.,Health & Fitness,265.39,Expense,expense,2021-11,2021,lainnya,3,2,0,5.584961400424145,1
2021-11-04,Theory tend.,Utilities,1537.89,Expense,expense,2021-11,2021,kebutuhan_pokok,4,3,0,7.338816656300665,1
2021-11-05,Beat lead hard factor.,Investment,1517.0,Income,income,2021-11,2021,tabungan,5,4,0,7.325148957955575,0
2021-11-05,Drug happy will young simply.,Travel,337.67,Expense,expense,2021-11,2021,kebutuhan_sekunder,5,4,0,5.825026181941565,1
2021-11-06,Character usually agency.,Entertainment,698.59,Expense,expense,2021-11,2021,kebutuhan_sekunder,6,5,1,6.5504944491600705,1
2021-11-07,Player really act friend.,Travel,1693.41,Expense,expense,2021-11,2021,kebutuhan_sekunder,7,6,1,7.435089876623872,1
2021-11-10,Billion morning draw.,Travel,259.09,Expense,expense,2021-11,2021,kebutuhan_sekunder,10,2,0,5.561027724964261,1
2021-11-15,Win central.,Rent,1010.12,Expense,expense,2021-11,2021,kebutuhan_pokok,15,0,0,6.918813906338871,1
2021-11-16,Analysis discuss.,Investment,1902.0,Income,income,2021-11,2021,tabungan,16,1,0,7.551186867296149,0
2021-11-17,Red head window be.,Health & Fitness,1686.63,Expense,expense,2021-11,2021,lainnya,17,2,0,7.431080456816522,1
2021-11-18,Card star avoid nothing.,Food & Drink,171.63,Expense,expense,2021-11,2021,kebutuhan_pokok,18,3,0,5.151150575828457,1
2021-11-18,Door end fire.,Travel,1305.75,Expense,expense,2021-11,2021,kebutuhan_sekunder,18,3,0,7.175298417593031,1
2021-11-19,Fish evening avoid dark.,Shopping,1240.04,Expense,expense,2021-11,2021,kebutuhan_sekunder,19,4,0,7.123705016756076,1
2021-11-21,Choice clearly.,Other,2974.0,Income,income,2021-11,2021,lainnya,21,6,1,7.99799931797973,0
2021-11-21,Image movie who debate.,Shopping,601.89,Expense,expense,2021-11,2021,kebutuhan_sekunder,21,6,1,6.401734758859212,1
2021-11-21,Enter build citizen rather.,Investment,1794.0,Income,income,2021-11,2021,tabungan,21,6,1,7.492760300922379,0
2021-11-23,Structure foreign before.,Salary,934.24,Expense,expense,2021-11,2021,income,23,1,0,6.840803180842838,1
2021-11-26,How any federal star.,Utilities,632.04,Expense,expense,2021-11,2021,kebutuhan_pokok,26,4,0,6.450533611300938,1
2021-11-27,Weight take.,Health & Fitness,1950.99,Expense,expense,2021-11,2021,lainnya,27,5,1,7.5766046440090955,1
2021-11-28,Economic left sound cause activity.,Other,4718.0,Income,income,2021-11,2021,lainnya,28,6,1,8.459352191726387,0
2021-12-01,Cup hundred rather.,Health & Fitness,491.06,Expense,expense,2021-12,2021,lainnya,1,2,0,6.198600660276375,1
2021-12-02,Only true avoid young cup.,Other,2530.0,Income,income,2021-12,2021,lainnya,2,3,0,7.836369760545124,0
2021-12-03,Begin suggest speak.,Investment,2877.0,Income,income,2021-12,2021,tabungan,3,4,0,7.964850887447313,0
2021-12-03,Walk anything.,Shopping,504.06,Expense,expense,2021-12,2021,kebutuhan_sekunder,3,4,0,6.2246772340989756,1
2021-12-08,Start house ahead raise.,Utilities,1628.82,Expense,expense,2021-12,2021,kebutuhan_pokok,8,2,0,7.396224858255175,1
2021-12-09,Democrat cost evidence third.,Health & Fitness,387.77,Expense,expense,2021-12,2021,lainnya,9,3,0,5.962987909115433,1
2021-12-09,People early far include nearly.,Other,4585.0,Income,income,2021-12,2021,lainnya,9,3,0,8.43076346341785,0
2021-12-11,Evidence case.,Salary,56.12,Expense,expense,2021-12,2021,income,11,5,1,4.0451543180313285,1
2021-12-12,Eat yes myself affect him.,Salary,1933.71,Expense,expense,2021-12,2021,income,12,6,1,7.5677127234310975,1
2021-12-13,Name machine tree maybe.,Health & Fitness,106.83,Expense,expense,2021-12,2021,lainnya,13,0,0,4.680555912893981,1
2021-12-13,Conference five despite.,Salary,578.64,Expense,expense,2021-12,2021,income,13,0,0,6.362407221177723,1
2021-12-15,Speak line.,Investment,4030.0,Income,income,2021-12,2021,tabungan,15,2,0,8.301769763117166,0
2021-12-15,Yourself wind beyond prevent entire.,Other,3496.0,Income,income,2021-12,2021,lainnya,15,2,0,8.159660737063376,0
2021-12-16,Offer work home.,Health & Fitness,100.03,Expense,expense,2021-12,2021,lainnya,16,3,0,4.615417502439641,1
2021-12-19,Door fish scene.,Investment,3469.0,Income,income,2021-12,2021,tabungan,19,6,1,8.151909872940905,0
2021-12-20,Agreement red way nor none.,Rent,778.83,Expense,expense,2021-12,2021,kebutuhan_pokok,20,0,0,6.659075947211416,1
2021-12-20,My compare also argue.,Travel,1652.37,Expense,expense,2021-12,2021,kebutuhan_sekunder,20,0,0,7.410570908224303,1
2021-12-23,Money a.,Rent,266.04,Expense,expense,2021-12,2021,kebutuhan_pokok,23,3,0,5.587398459913525,1
2021-12-24,Future concern sort.,Other,3277.0,Income,income,2021-12,2021,lainnya,24,4,0,8.094988759303774,0
2021-12-26,Against only.,Health & Fitness,1512.38,Expense,expense,2021-12,2021,lainnya,26,6,1,7.3221008388962385,1
2021-12-28,Suffer team.,Other,4596.0,Income,income,2021-12,2021,lainnya,28,1,0,8.433159195806228,0
2021-12-31,Relate product only from.,Investment,1622.0,Income,income,2021-12,2021,tabungan,31,4,0,7.392031567514591,0
2022-01-01,Wish run join.,Salary,1043.47,Expense,expense,2022-01,2022,income,1,5,1,6.951264858707644,1
2022-01-03,Company why really up.,Investment,3186.0,Income,income,2022-01,2022,tabungan,3,0,0,8.066835314417336,0
2022-01-03,Program sport her.,Health & Fitness,333.38,Expense,expense,2022-01,2022,lainnya,3,0,0,5.8122780708095,1
2022-01-03,Concern ability reduce.,Travel,1191.51,Expense,expense,2022-01,2022,kebutuhan_sekunder,3,0,0,7.083815608471571,1
2022-01-04,Surface side nothing consider.,Salary,1420.39,Expense,expense,2022-01,2022,income,4,1,0,7.2593905450507545,1
2022-01-05,Determine not view cell seat.,Food & Drink,743.03,Expense,expense,2022-01,2022,kebutuhan_pokok,5,2,0,6.612081356600804,1
2022-01-06,Word collection those become.,Shopping,1171.57,Expense,expense,2022-01,2022,kebutuhan_sekunder,6,3,0,7.066953200030908,1
2022-01-08,Activity decide really go.,Food & Drink,1197.85,Expense,expense,2022-01,2022,kebutuhan_pokok,8,5,1,7.08911804294778,1
2022-01-09,Answer just.,Entertainment,1445.59,Expense,expense,2022-01,2022,kebutuhan_sekunder,9,6,1,7.276964341630331,1
2022-01-13,This manage her.,Utilities,1053.22,Expense,expense,2022-01,2022,kebutuhan_pokok,13,3,0,6.960556435973265,1
2022-01-13,Big look tell prepare.,Shopping,304.07,Expense,expense,2022-01,2022,kebutuhan_sekunder,13,3,0,5.7205412584711555,1
2022-01-14,Later son almost.,Food & Drink,1149.41,Expense,expense,2022-01,2022,kebutuhan_pokok,14,4,0,7.047873679557653,1
2022-01-16,End bit game thousand.,Entertainment,47.69,Expense,expense,2022-01,2022,kebutuhan_sekunder,16,6,1,3.8854736701946093,1
2022-01-16,Natural together.,Utilities,831.79,Expense,expense,2022-01,2022,kebutuhan_pokok,16,6,1,6.724781509543748,1
2022-01-18,Order party lot all.,Salary,1746.91,Expense,expense,2022-01,2022,income,18,1,0,7.466176067475771,1
2022-01-18,Threat church big day couple.,Food & Drink,1414.49,Expense,expense,2022-01,2022,kebutuhan_pokok,18,1,0,7.25523103988553,1
2022-01-21,Enter example down anyone occur.,Health & Fitness,1996.26,Expense,expense,2022-01,2022,lainnya,21,4,0,7.599531520234083,1
2022-01-21,Approach about because.,Shopping,634.37,Expense,expense,2022-01,2022,kebutuhan_sekunder,21,4,0,6.45420750636762,1
2022-01-22,Best deal point.,Other,4975.0,Income,income,2022-01,2022,lainnya,22,5,1,8.512381634419015,0
